time,open,high,low,close
2003-01-01T09:00:00+09:00,2.07901,2.07901,2.07901,2.07901
2003-02-01T09:00:00+09:00,2.10654,2.10654,2.10654,2.10654
2003-03-01T09:00:00+09:00,1.90334,1.90334,1.90334,1.90334
2003-04-01T09:00:00+09:00,1.98951,1.98951,1.98951,1.98951
2003-05-01T09:00:00+09:00,1.83853,1.83853,1.83853,1.83853
2003-06-01T09:00:00+09:00,2.28473,2.28473,2.28473,2.28473
2003-07-01T09:00:00+09:00,1.62634,1.62634,1.62634,1.62634
2003-08-01T09:00:00+09:00,1.85261,1.85261,1.85261,1.85261
2003-09-01T09:00:00+09:00,1.98049,1.98049,1.98049,1.98049
2003-10-01T09:00:00+09:00,1.78855,1.78855,1.78855,1.78855
2003-11-01T09:00:00+09:00,1.93081,1.93081,1.93081,1.93081
2003-12-01T09:00:00+09:00,2.22346,2.22346,2.22346,2.22346
2004-01-01T09:00:00+09:00,1.90697,1.90697,1.90697,1.90697
2004-02-01T09:00:00+09:00,1.98719,1.98719,1.98719,1.98719
2004-03-01T09:00:00+09:00,1.70428,1.70428,1.70428,1.70428
2004-04-01T09:00:00+09:00,1.85277,1.85277,1.85277,1.85277
2004-05-01T09:00:00+09:00,2.2141,2.2141,2.2141,2.2141
2004-06-01T09:00:00+09:00,2.57408,2.57408,2.57408,2.57408
2004-07-01T09:00:00+09:00,2.25585,2.25585,2.25585,2.25585
2004-08-01T09:00:00+09:00,2.34085,2.34085,2.34085,2.34085
2004-09-01T09:00:00+09:00,2.67677,2.67677,2.67677,2.67677
2004-10-01T09:00:00+09:00,2.14583,2.14583,2.14583,2.14583
2004-11-01T09:00:00+09:00,2.20682,2.20682,2.20682,2.20682
2004-12-01T09:00:00+09:00,1.75253,1.75253,1.75253,1.75253
2005-01-01T09:00:00+09:00,2.1406,2.1406,2.1406,2.1406
2005-02-01T09:00:00+09:00,2.13701,2.13701,2.13701,2.13701
2005-03-01T09:00:00+09:00,2.33424,2.33424,2.33424,2.33424
2005-04-01T09:00:00+09:00,2.46229,2.46229,2.46229,2.46229
2005-05-01T09:00:00+09:00,2.57807,2.57807,2.57807,2.57807
2005-06-01T09:00:00+09:00,2.3619,2.3619,2.3619,2.3619
2005-07-01T09:00:00+09:00,2.3318,2.3318,2.3318,2.3318
2005-08-01T09:00:00+09:00,2.46382,2.46382,2.46382,2.46382
2005-09-01T09:00:00+09:00,2.35381,2.35381,2.35381,2.35381
2005-10-01T09:00:00+09:00,2.84746,2.84746,2.84746,2.84746
2005-11-01T09:00:00+09:00,3.05102,3.05102,3.05102,3.05102
2005-12-01T09:00:00+09:00,3.22717,3.22717,3.22717,3.22717
2006-01-01T09:00:00+09:00,2.40278,2.40278,2.40278,2.40278
2006-02-01T09:00:00+09:00,2.50828,2.50828,2.50828,2.50828
2006-03-01T09:00:00+09:00,1.76861,1.76861,1.76861,1.76861
2006-04-01T09:00:00+09:00,2.68304,2.68304,2.68304,2.68304
2006-05-01T09:00:00+09:00,2.88302,2.88302,2.88302,2.88302
2006-06-01T09:00:00+09:00,2.74476,2.74476,2.74476,2.74476
2006-07-01T09:00:00+09:00,2.80052,2.80052,2.80052,2.80052
2006-08-01T09:00:00+09:00,2.86706,2.86706,2.86706,2.86706
2006-09-01T09:00:00+09:00,2.6513,2.6513,2.6513,2.6513
2006-10-01T09:00:00+09:00,2.4007,2.4007,2.4007,2.4007
2006-11-01T09:00:00+09:00,1.88939,1.88939,1.88939,1.88939
2006-12-01T09:00:00+09:00,1.98915,1.98915,1.98915,1.98915
2007-01-01T09:00:00+09:00,2.68381,2.68381,2.68381,2.68381
2007-02-01T09:00:00+09:00,2.63964,2.63964,2.63964,2.63964
2007-03-01T09:00:00+09:00,2.79766,2.79766,2.79766,2.79766
2007-04-01T09:00:00+09:00,2.71845,2.71845,2.71845,2.71845
2007-05-01T09:00:00+09:00,2.92431,2.92431,2.92431,2.92431
2007-06-01T09:00:00+09:00,3.21462,3.21462,3.21462,3.21462
2007-07-01T09:00:00+09:00,2.61441,2.61441,2.61441,2.61441
2007-08-01T09:00:00+09:00,2.65344,2.65344,2.65344,2.65344
2007-09-01T09:00:00+09:00,2.57405,2.57405,2.57405,2.57405
2007-10-01T09:00:00+09:00,2.29205,2.29205,2.29205,2.29205
2007-11-01T09:00:00+09:00,2.632,2.632,2.632,2.632
2007-12-01T09:00:00+09:00,2.54378,2.54378,2.54378,2.54378
2008-01-01T09:00:00+09:00,2.46662,2.46662,2.46662,2.46662
2008-02-01T09:00:00+09:00,2.29779,2.29779,2.29779,2.29779
2008-03-01T09:00:00+09:00,1.93368,1.93368,1.93368,1.93368
2008-04-01T09:00:00+09:00,2.0175,2.0175,2.0175,2.0175
2008-05-01T09:00:00+09:00,2.28684,2.28684,2.28684,2.28684
2008-06-01T09:00:00+09:00,2.72851,2.72851,2.72851,2.72851
2008-07-01T09:00:00+09:00,2.94902,2.94902,2.94902,2.94902
2008-08-01T09:00:00+09:00,3.05254,3.05254,3.05254,3.05254
2008-09-01T09:00:00+09:00,2.73093,2.73093,2.73093,2.73093
2008-10-01T09:00:00+09:00,1.60724,1.60724,1.60724,1.60724
2008-11-01T09:00:00+09:00,0.78457,0.78457,0.78457,0.78457
2008-12-01T09:00:00+09:00,0.283,0.283,0.283,0.283
2009-01-01T09:00:00+09:00,0.47358,0.47358,0.47358,0.47358
2009-02-01T09:00:00+09:00,0.38165,0.38165,0.38165,0.38165
2009-03-01T09:00:00+09:00,-0.48068,-0.48068,-0.48068,-0.48068
2009-04-01T09:00:00+09:00,1.22894,1.22894,1.22894,1.22894
2009-05-01T09:00:00+09:00,1.29725,1.29725,1.29725,1.29725
2009-06-01T09:00:00+09:00,1.27451,1.27451,1.27451,1.27451
2009-07-01T09:00:00+09:00,1.55223,1.55223,1.55223,1.55223
2009-08-01T09:00:00+09:00,2.02453,2.02453,2.02453,2.02453
2009-09-01T09:00:00+09:00,2.36081,2.36081,2.36081,2.36081
2009-10-01T09:00:00+09:00,1.62836,1.62836,1.62836,1.62836
2009-11-01T09:00:00+09:00,1.80703,1.80703,1.80703,1.80703
2009-12-01T09:00:00+09:00,1.7866,1.7866,1.7866,1.7866
2010-01-01T09:00:00+09:00,1.69576,1.69576,1.69576,1.69576
2010-02-01T09:00:00+09:00,1.73162,1.73162,1.73162,1.73162
2010-03-01T09:00:00+09:00,1.97014,1.97014,1.97014,1.97014
2010-04-01T09:00:00+09:00,1.5872,1.5872,1.5872,1.5872
2010-05-01T09:00:00+09:00,1.56296,1.56296,1.56296,1.56296
2010-06-01T09:00:00+09:00,1.35322,1.35322,1.35322,1.35322
2010-07-01T09:00:00+09:00,0.9628,0.9628,0.9628,0.9628
2010-08-01T09:00:00+09:00,1.34112,1.34112,1.34112,1.34112
2010-09-01T09:00:00+09:00,0.90714,0.90714,0.90714,0.90714
2010-10-01T09:00:00+09:00,1.36526,1.36526,1.36526,1.36526
2010-11-01T09:00:00+09:00,1.39624,1.39624,1.39624,1.39624
2010-12-01T09:00:00+09:00,1.49387,1.49387,1.49387,1.49387
2011-01-01T09:00:00+09:00,1.79005,1.79005,1.79005,1.79005
2011-02-01T09:00:00+09:00,1.95474,1.95474,1.95474,1.95474
2011-03-01T09:00:00+09:00,2.10638,2.10638,2.10638,2.10638
2011-04-01T09:00:00+09:00,2.07574,2.07574,2.07574,2.07574
2011-05-01T09:00:00+09:00,2.2923,2.2923,2.2923,2.2923
2011-06-01T09:00:00+09:00,2.1177,2.1177,2.1177,2.1177
2011-07-01T09:00:00+09:00,2.43235,2.43235,2.43235,2.43235
2011-08-01T09:00:00+09:00,1.51131,1.51131,1.51131,1.51131
2011-09-01T09:00:00+09:00,1.00888,1.00888,1.00888,1.00888
2011-10-01T09:00:00+09:00,1.46561,1.46561,1.46561,1.46561
2011-11-01T09:00:00+09:00,1.50525,1.50525,1.50525,1.50525
2011-12-01T09:00:00+09:00,1.71166,1.71166,1.71166,1.71166
2012-01-01T09:00:00+09:00,1.47144,1.47144,1.47144,1.47144
2012-02-01T09:00:00+09:00,1.50142,1.50142,1.50142,1.50142
2012-03-01T09:00:00+09:00,1.36205,1.36205,1.36205,1.36205
2012-04-01T09:00:00+09:00,1.68694,1.68694,1.68694,1.68694
2012-05-01T09:00:00+09:00,1.59031,1.59031,1.59031,1.59031
2012-06-01T09:00:00+09:00,0.78931,0.78931,0.78931,0.78931
2012-07-01T09:00:00+09:00,1.29665,1.29665,1.29665,1.29665
2012-08-01T09:00:00+09:00,1.37009,1.37009,1.37009,1.37009
2012-09-01T09:00:00+09:00,1.9315,1.9315,1.9315,1.9315
2012-10-01T09:00:00+09:00,1.61311,1.61311,1.61311,1.61311
2012-11-01T09:00:00+09:00,1.66323,1.66323,1.66323,1.66323
2012-12-01T09:00:00+09:00,2.10291,2.10291,2.10291,2.10291
2013-01-01T09:00:00+09:00,1.31559,1.31559,1.31559,1.31559
2013-02-01T09:00:00+09:00,1.36081,1.36081,1.36081,1.36081
2013-03-01T09:00:00+09:00,1.00494,1.00494,1.00494,1.00494
2013-04-01T09:00:00+09:00,1.45631,1.45631,1.45631,1.45631
2013-05-01T09:00:00+09:00,1.17803,1.17803,1.17803,1.17803
2013-06-01T09:00:00+09:00,1.35321,1.35321,1.35321,1.35321
2013-07-01T09:00:00+09:00,1.00303,1.00303,1.00303,1.00303
2013-08-01T09:00:00+09:00,1.79743,1.79743,1.79743,1.79743
2013-09-01T09:00:00+09:00,2.20242,2.20242,2.20242,2.20242
2013-10-01T09:00:00+09:00,1.55552,1.55552,1.55552,1.55552
2013-11-01T09:00:00+09:00,1.45058,1.45058,1.45058,1.45058
2013-12-01T09:00:00+09:00,1.92403,1.92403,1.92403,1.92403
2014-01-01T09:00:00+09:00,1.63825,1.63825,1.63825,1.63825
2014-02-01T09:00:00+09:00,1.58583,1.58583,1.58583,1.58583
2014-03-01T09:00:00+09:00,1.21946,1.21946,1.21946,1.21946
2014-04-01T09:00:00+09:00,1.65301,1.65301,1.65301,1.65301
2014-05-01T09:00:00+09:00,1.76839,1.76839,1.76839,1.76839
2014-06-01T09:00:00+09:00,1.52655,1.52655,1.52655,1.52655
2014-07-01T09:00:00+09:00,1.85949,1.85949,1.85949,1.85949
2014-08-01T09:00:00+09:00,1.80655,1.80655,1.80655,1.80655
2014-09-01T09:00:00+09:00,2.11504,2.11504,2.11504,2.11504
2014-10-01T09:00:00+09:00,1.60224,1.60224,1.60224,1.60224
2014-11-01T09:00:00+09:00,1.32116,1.32116,1.32116,1.32116
2014-12-01T09:00:00+09:00,2.1861,2.1861,2.1861,2.1861
2015-01-01T09:00:00+09:00,0.91604,0.91604,0.91604,0.91604
2015-02-01T09:00:00+09:00,0.38334,0.38334,0.38334,0.38334
2015-03-01T09:00:00+09:00,0.79844,0.79844,0.79844,0.79844
2015-04-01T09:00:00+09:00,1.58999,1.58999,1.58999,1.58999
2015-05-01T09:00:00+09:00,1.70283,1.70283,1.70283,1.70283
2015-06-01T09:00:00+09:00,1.77505,1.77505,1.77505,1.77505
2015-07-01T09:00:00+09:00,1.80113,1.80113,1.80113,1.80113
2015-08-01T09:00:00+09:00,1.7248,1.7248,1.7248,1.7248
2015-09-01T09:00:00+09:00,1.92836,1.92836,1.92836,1.92836
2015-10-01T09:00:00+09:00,1.31198,1.31198,1.31198,1.31198
2015-11-01T09:00:00+09:00,1.30667,1.30667,1.30667,1.30667
2015-12-01T09:00:00+09:00,1.46796,1.46796,1.46796,1.46796
2016-01-01T09:00:00+09:00,1.47499,1.47499,1.47499,1.47499
2016-02-01T09:00:00+09:00,1.11589,1.11589,1.11589,1.11589
2016-03-01T09:00:00+09:00,0.78225,0.78225,0.78225,0.78225
2016-04-01T09:00:00+09:00,1.68966,1.68966,1.68966,1.68966
2016-05-01T09:00:00+09:00,1.66012,1.66012,1.66012,1.66012
2016-06-01T09:00:00+09:00,1.28116,1.28116,1.28116,1.28116
2016-07-01T09:00:00+09:00,1.64813,1.64813,1.64813,1.64813
2016-08-01T09:00:00+09:00,1.59009,1.59009,1.59009,1.59009
2016-09-01T09:00:00+09:00,2.06444,2.06444,2.06444,2.06444
2016-10-01T09:00:00+09:00,1.744,1.744,1.744,1.744
2016-11-01T09:00:00+09:00,1.9022,1.9022,1.9022,1.9022
2016-12-01T09:00:00+09:00,2.29173,2.29173,2.29173,2.29173
2017-01-01T09:00:00+09:00,2.10273,2.10273,2.10273,2.10273
2017-02-01T09:00:00+09:00,1.94277,1.94277,1.94277,1.94277
2017-03-01T09:00:00+09:00,1.50315,1.50315,1.50315,1.50315
2017-04-01T09:00:00+09:00,1.71867,1.71867,1.71867,1.71867
2017-05-01T09:00:00+09:00,1.56481,1.56481,1.56481,1.56481
2017-06-01T09:00:00+09:00,0.95869,0.95869,0.95869,0.95869
2017-07-01T09:00:00+09:00,1.71216,1.71216,1.71216,1.71216
2017-08-01T09:00:00+09:00,1.65218,1.65218,1.65218,1.65218
2017-09-01T09:00:00+09:00,2.0578,2.0578,2.0578,2.0578
2017-10-01T09:00:00+09:00,1.9527,1.9527,1.9527,1.9527
2017-11-01T09:00:00+09:00,2.06918,2.06918,2.06918,2.06918
2017-12-01T09:00:00+09:00,2.82407,2.82407,2.82407,2.82407
2018-01-01T09:00:00+09:00,1.90489,1.90489,1.90489,1.90489
2018-02-01T09:00:00+09:00,2.13804,2.13804,2.13804,2.13804
2018-03-01T09:00:00+09:00,1.68874,1.68874,1.68874,1.68874
2018-04-01T09:00:00+09:00,1.84679,1.84679,1.84679,1.84679
2018-05-01T09:00:00+09:00,1.96778,1.96778,1.96778,1.96778
2018-06-01T09:00:00+09:00,1.591,1.591,1.591,1.591
2018-07-01T09:00:00+09:00,2.12309,2.12309,2.12309,2.12309
2018-08-01T09:00:00+09:00,2.12846,2.12846,2.12846,2.12846
2018-09-01T09:00:00+09:00,2.41001,2.41001,2.41001,2.41001
2018-10-01T09:00:00+09:00,2.21217,2.21217,2.21217,2.21217
2018-11-01T09:00:00+09:00,2.16702,2.16702,2.16702,2.16702
2018-12-01T09:00:00+09:00,1.98107,1.98107,1.98107,1.98107
2019-01-01T09:00:00+09:00,1.80396,1.80396,1.80396,1.80396
2019-02-01T09:00:00+09:00,1.78943,1.78943,1.78943,1.78943
2019-03-01T09:00:00+09:00,1.37532,1.37532,1.37532,1.37532
2019-04-01T09:00:00+09:00,2.03738,2.03738,2.03738,2.03738
2019-05-01T09:00:00+09:00,2.18514,2.18514,2.18514,2.18514
2019-06-01T09:00:00+09:00,1.60914,1.60914,1.60914,1.60914
2019-07-01T09:00:00+09:00,1.74766,1.74766,1.74766,1.74766
2019-08-01T09:00:00+09:00,1.71434,1.71434,1.71434,1.71434
2019-09-01T09:00:00+09:00,1.64493,1.64493,1.64493,1.64493
2019-10-01T09:00:00+09:00,1.7246,1.7246,1.7246,1.7246
2019-11-01T09:00:00+09:00,1.6973,1.6973,1.6973,1.6973
2019-12-01T09:00:00+09:00,1.70378,1.70378,1.70378,1.70378
2020-01-01T09:00:00+09:00,1.79711,1.79711,1.79711,1.79711
2020-02-01T09:00:00+09:00,1.64596,1.64596,1.64596,1.64596
2020-03-01T09:00:00+09:00,0.98707,0.98707,0.98707,0.98707
2020-04-01T09:00:00+09:00,-0.05035,-0.05035,-0.05035,-0.05035
2020-05-01T09:00:00+09:00,-0.21879,-0.21879,-0.21879,-0.21879
2020-06-01T09:00:00+09:00,0.51276,0.51276,0.51276,0.51276
2020-07-01T09:00:00+09:00,1.572,1.572,1.572,1.572
2020-08-01T09:00:00+09:00,1.67677,1.67677,1.67677,1.67677
2020-09-01T09:00:00+09:00,1.58276,1.58276,1.58276,1.58276
2020-10-01T09:00:00+09:00,1.39704,1.39704,1.39704,1.39704
2020-11-01T09:00:00+09:00,1.42003,1.42003,1.42003,1.42003
2020-12-01T09:00:00+09:00,1.64952,1.64952,1.64952,1.64952
2021-01-01T09:00:00+09:00,1.44609,1.44609,1.44609,1.44609
2021-02-01T09:00:00+09:00,1.67549,1.67549,1.67549,1.67549
2021-03-01T09:00:00+09:00,1.51384,1.51384,1.51384,1.51384
2021-04-01T09:00:00+09:00,1.75472,1.75472,1.75472,1.75472
2021-05-01T09:00:00+09:00,1.86821,1.86821,1.86821,1.86821
2021-06-01T09:00:00+09:00,2.05519,2.05519,2.05519,2.05519
2021-07-01T09:00:00+09:00,2.07312,2.07312,2.07312,2.07312
2021-08-01T09:00:00+09:00,2.46241,2.46241,2.46241,2.46241
2021-09-01T09:00:00+09:00,2.68414,2.68414,2.68414,2.68414
2021-10-01T09:00:00+09:00,1.85437,1.85437,1.85437,1.85437
2021-11-01T09:00:00+09:00,2.47984,2.47984,2.47984,2.47984
2021-12-01T09:00:00+09:00,2.62031,2.62031,2.62031,2.62031
2022-01-01T09:00:00+09:00,2.24176,2.24176,2.24176,2.24176
2022-02-01T09:00:00+09:00,2.62742,2.62742,2.62742,2.62742
2022-03-01T09:00:00+09:00,3.0577,3.0577,3.0577,3.0577
2022-04-01T09:00:00+09:00,3.3929,3.3929,3.3929,3.3929
2022-05-01T09:00:00+09:00,3.63466,3.63466,3.63466,3.63466
2022-06-01T09:00:00+09:00,4.22671,4.22671,4.22671,4.22671
2022-07-01T09:00:00+09:00,3.30928,3.30928,3.30928,3.30928
2022-08-01T09:00:00+09:00,3.37713,3.37713,3.37713,3.37713
2022-09-01T09:00:00+09:00,4.17915,4.17915,4.17915,4.17915
2022-10-01T09:00:00+09:00,2.88196,2.88196,2.88196,2.88196
2022-11-01T09:00:00+09:00,3.23905,3.23905,3.23905,3.23905
2022-12-01T09:00:00+09:00,2.86812,2.86812,2.86812,2.86812
2023-01-01T09:00:00+09:00,2.67902,2.67902,2.67902,2.67902
2023-02-01T09:00:00+09:00,2.61309,2.61309,2.61309,2.61309
2023-03-01T09:00:00+09:00,2.07325,2.07325,2.07325,2.07325
2023-04-01T09:00:00+09:00,2.65083,2.65083,2.65083,2.65083
2023-05-01T09:00:00+09:00,2.65364,2.65364,2.65364,2.65364
2023-06-01T09:00:00+09:00,1.31494,1.31494,1.31494,1.31494
